gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3947203271,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/139535154,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,Araucanía,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-39.042341,-72.221619,28151,,,,,,10/19/2022 13:01,19,10,2022,2433393,2433393,HUMAN_OBSERVATION,iNaturalist,Observations,139535154,,Katterin Gutiérrez Inostroza,10/21/2022 16:18,CC_BY_NC_4_0,Katterin Gutiérrez Inostroza,Katterin Gutiérrez Inostroza,,,11/17/2022 22:32,StillImage,COORDINATE_ROUNDED
3925143021,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/137804237,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,Los Lagos,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-40.651263,-72.601796,27908,,,,,,2/15/2021 22:52,15,2,2021,2433393,2433393,HUMAN_OBSERVATION,iNaturalist,Observations,137804237,,Daniel Stange,10/6/2022 22:43,CC_BY_NC_4_0,Daniel Stange,Daniel Stange,,,11/17/2022 22:27,StillImage,COORDINATE_ROUNDED
3925075000,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/137804475,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,Los Lagos,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-40.611653,-72.757419,27908,,,,,,3/2/2021 23:36,2,3,2021,2433393,2433393,HUMAN_OBSERVATION,iNaturalist,Observations,137804475,,Daniel Stange,10/6/2022 22:45,CC_BY_NC_4_0,Daniel Stange,Daniel Stange,,,11/17/2022 22:27,StillImage,COORDINATE_ROUNDED
3915557461,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/136166675,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,Bío-Bío,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-37.817504,-73.42001,28329,,,,,,9/22/2022 0:00,22,9,2022,2433393,2433393,HUMAN_OBSERVATION,iNaturalist,Observations,136166675,,cchaparro,9/23/2022 15:45,CC_BY_NC_4_0,cchaparro,cchaparro,,,11/17/2022 22:31,StillImage,COORDINATE_ROUNDED
3818532752,d8cd16ba-bb74-4420-821e-083f2bac17c2,JAHYBR010000000,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL," San Martin, comuna de Valdivia, Region de los Rios",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.647793,-73.196945,,,,,,,2/10/2014 0:00,10,2,2014,2433393,2433393,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,"Roberto Nespolo, Julian Quintero",,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818489367,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457274,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LVAG03,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818466652,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW175999,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LAAG09,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818460229,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457439,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LAAG12,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818446117,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457339,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LVAG01,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818432286,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457447,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,SDCH12,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818403770,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363838,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41.099998,-72.5,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78642,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818393606,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363832,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41.099998,-72.5,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 5732,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818391771,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363833,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41,-71.5,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,OCGR12440,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818390665,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH364015,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41.099998,-72.5,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7028,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818390664,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363971,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.299999,-71.199997,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,OCGR11105,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818390663,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363935,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-36.5,-71.400002,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78633,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818390662,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363836,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,OCGR12558,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818388659,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH364027,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.799999,-73,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7193,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818388658,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363848,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.599998,-73.099998,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7174,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818383521,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363845,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.599998,-73.099998,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7177,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818382598,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363989,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-38.200001,-71.699997,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78636,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818382597,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363934,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.599998,-73.099998,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7173,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818380545,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363942,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.299999,-71.199997,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,OCGR12450,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818380544,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363843,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-40.799999,-71.199997,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,MVZ 184914,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818378706,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363907,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-40.599998,-72.199997,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78645,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818377533,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363909,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.599998,-73.099998,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78629,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818375576,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363859,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-39.799999,-73,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7191,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818374667,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363957,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-37.799999,-72.800003,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 78635,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818373546,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363959,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41.099998,-72.5,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH 7027,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818373545,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH363904,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,-41.799999,-73.599998,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM 79629,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,GEODETIC_DATUM_ASSUMED_WGS84
3818164210,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481951,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM79635,,,,CC_BY_4_0,,,,,11/2/2022 0:34,,
3818163112,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481969,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH6999,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818151200,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481929,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH1053,,,,CC_BY_4_0,,,,,11/2/2022 0:34,,
3818150186,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481966,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH5732,,,,CC_BY_4_0,,,,,11/2/2022 0:34,,
3818148217,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481964,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH2147,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818148216,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481928,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,MVZRDS17603,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818145140,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481961,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH2146,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818143183,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481960,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH2145,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818142174,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481962,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IEEUACH2148,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818142173,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481926,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,MVZRDS17593,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818137161,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481939,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM78631,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818136215,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481937,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM78629,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818135218,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481936,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM78628,,,,CC_BY_4_0,,,,,11/2/2022 0:34,,
3818131181,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481935,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM78627,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818130126,d8cd16ba-bb74-4420-821e-083f2bac17c2,EU481934,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,UWBM78626,,,,CC_BY_4_0,,,,,11/2/2022 0:34,,
3818018977,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457303,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,IVAG01,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818014736,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW176000,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LVAG14,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818011897,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457562,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,CL,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,DDCH03,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818008150,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457226,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,PBAG03,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818005587,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW176005,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LAAG11,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818004919,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457304,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LVAG09,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
3818002051,d8cd16ba-bb74-4420-821e-083f2bac17c2,MW457367,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,SPECIES,"Dromiciops gliroides Thomas, 1894",Dromiciops gliroides,,AR,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,,,,,2433393,2433393,PRESERVED_SPECIMEN,,,LVAG06,,,,CC_BY_4_0,,,,,11/2/2022 0:35,,
